dt,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-11-07,1619.184,109.988,345242.57,6846.6,1032.0,389.0,10421.0
2008-11-08,1733.138,133.168,344603.56,7350.8,1114.0,3271.0,6069.0
2008-11-09,2578.538,210.946,343373.86,10974.2,6301.0,661.0,14348.0
2008-11-10,2112.904,156.726,345066.94,8948.6,1023.0,355.0,10387.0
2008-11-11,2455.95,128.08,345425.32,10344.0,2475.0,2288.0,14651.0
2008-11-12,2190.286,159.172,346156.63,9145.8,1066.0,2752.0,9430.0
2008-11-13,1238.46,125.424,347901.01,5223.2,0.0,338.0,6315.0
2008-11-14,1621.738,127.894,347071.42,6848.0,2092.0,325.0,9929.0
2008-11-15,3031.628,165.16,343633.13,12907.0,3952.0,3799.0,15635.0
2008-11-16,2365.432,163.13,346311.56,9963.4,4791.0,1829.0,8945.0
2008-11-17,1523.636,118.874,347234.3,6353.4,0.0,378.0,10590.0
2008-11-18,1749.05,139.282,345458.94,7404.2,1079.0,369.0,11204.0
2008-11-19,1840.238,166.452,346377.05,7794.6,1737.0,3026.0,8704.0
2008-11-20,1692.336,121.19200000000001,345338.09,7177.6,1034.0,347.0,7732.0
2008-11-21,1673.93,127.554,345496.8,7123.0,1039.0,348.0,10396.0
2008-11-22,1711.368,124.868,345213.81,7271.4,1093.0,882.0,8320.0
2008-11-23,3406.78,207.018,344377.4,14469.6,3631.0,8823.0,10290.0
2008-11-24,3212.998,121.618,346117.66,13371.0,1063.0,510.0,13378.0
2008-11-25,2702.85,150.564,346940.07,11266.4,3010.0,345.0,10471.0
2008-11-26,1515.954,119.996,349057.29,6273.2,909.0,304.0,10002.0
2008-11-27,2362.218,126.218,347673.62,9851.2,2491.0,330.0,12440.0
2008-11-28,1885.964,128.426,350015.78,7789.8,1113.0,295.0,11361.0
2008-11-29,2434.668,166.51,347386.69,10157.2,5268.0,2392.0,12386.0
2008-11-30,2401.388,170.904,349019.37,10016.0,1161.0,3481.0,11474.0
2008-12-01,1616.538,118.678,350562.01,6852.2,1085.0,309.0,9013.0
2008-12-02,1793.444,145.908,350466.29,7509.8,0.0,304.0,11343.0
2008-12-03,1755.164,124.722,350472.57,7300.2,1137.0,302.0,9664.0
2008-12-04,1738.638,113.99,350586.92,7234.2,1085.0,281.0,11314.0
2008-12-05,2058.618,120.026,349885.31,8593.4,831.0,310.0,9852.0
2008-12-06,2523.836,188.144,347236.65,10596.0,4005.0,5749.0,9048.0
2008-12-07,2466.74,180.224,348823.5,10306.6,3294.0,310.0,13627.0
2008-12-08,1868.636,120.782,350973.53,7751.8,1117.0,296.0,13256.0
2008-12-09,2003.144,132.516,350720.14,8291.0,1985.0,2553.0,12886.0
2008-12-10,2233.66,146.106,350570.47,9230.2,1128.0,4144.0,12149.0
2008-12-11,1432.522,114.916,350522.44,5935.6,1160.0,273.0,7979.0
2008-12-12,1815.5339999999999,139.342,349981.95,7519.2,1157.0,255.0,12154.0
2008-12-13,1825.574,163.278,347815.51,7663.4,2186.0,261.0,9271.0
2008-12-14,2002.12,164.014,347936.83,8469.4,3742.0,2497.0,5415.0
2008-12-15,1795.45,113.744,349976.45,7475.0,1178.0,252.0,9668.0
2008-12-16,1797.09,114.598,351187.06,7477.4,0.0,253.0,11334.0
2008-12-17,2098.786,136.216,350371.46,8755.6,4251.0,284.0,10813.0
2008-12-18,1736.94,118.07,349717.05,7184.6,1125.0,258.0,11293.0
2008-12-19,1882.112,132.154,348287.29,7891.4,1538.0,296.0,11773.0
2008-12-20,2244.142,160.838,349293.74,9360.0,1134.0,6479.0,12837.0
2008-12-21,2643.61,135.072,348076.92,11034.2,1099.0,9189.0,14816.0
2008-12-22,2015.808,124.87,348284.87,8434.2,2157.0,391.0,10433.0
2008-12-23,1798.088,151.08,348149.59,7561.0,2666.0,2115.0,8326.0
2008-12-24,1269.638,115.318,351303.3,5232.4,0.0,364.0,9981.0
2008-12-25,1061.118,116.882,350255.61,4375.6,0.0,285.0,3598.0
2008-12-26,1223.732,124.222,351869.27,5041.0,1121.0,279.0,7796.0
2008-12-27,2972.164,118.132,350369.13,12141.8,0.0,244.0,12209.0
2008-12-28,1570.642,112.248,352166.95,6364.8,1953.0,217.0,5291.0
2008-12-29,555.278,91.638,352734.85,2273.6,0.0,218.0,2480.0
2008-12-30,1195.238,113.206,352278.96,4898.6,0.0,245.0,7145.0
2008-12-31,1964.188,129.272,350347.13,8190.2,2975.0,246.0,11860.0
